transaction_id,customer_id,transaction_datetime,transaction_amount,merchant_category,location,transaction_type,last_transaction_datetime,days_since_last_txn,location_freq_for_customer,is_night_transaction,transaction_week,weekly_txn_count,transaction_amount_log,anomaly_score,anomaly_rate
TXN_018816,CUST_00001,2025-08-11 01:35:00,59.61,2.0,UK,3.0,2025-08-10 13:51:00,0.0,6,1,2025-08-11,1,4.104459895963194,1,0.056323752318393594
TXN_002840,CUST_00001,2025-08-30 10:15:00,105.98,6.0,Russia,1.0,2025-08-11 01:35:00,19.0,6,0,2025-08-25,1,4.672641901103104,1,0.15585227212091507
TXN_004235,CUST_00001,2025-09-03 16:17:00,12.97,6.0,Canada,1.0,2025-08-30 10:15:00,4.0,7,0,2025-09-01,1,2.6369121732688705,1,0.15812733913518257
TXN_002761,CUST_00001,2025-09-29 05:46:00,12.7,6.0,UK,1.0,2025-09-03 16:17:00,25.0,6,1,2025-09-29,2,2.617395832834079,1,0.05856439939400204
TXN_004935,CUST_00001,2025-10-03 22:26:00,60.12,4.0,USA,3.0,2025-09-29 05:46:00,4.0,6,0,2025-09-29,2,4.112839144858265,1,0.10278774461399282
TXN_000898,CUST_00001,2025-10-08 03:00:00,66.41,1.0,UK,1.0,2025-10-03 22:26:00,4.0,6,1,2025-10-06,2,4.210793374865347,1,0.09356697465662123
TXN_009078,CUST_00001,2025-10-10 16:41:00,4.7,5.0,Canada,0.0,2025-10-08 03:00:00,2.0,7,0,2025-10-06,2,1.7404661748405046,1,0.09798368775283317
TXN_001050,CUST_00001,2025-10-20 10:46:00,11.45,1.0,Germany,1.0,2025-10-10 16:41:00,9.0,3,0,2025-10-20,1,2.5217206229107165,1,0.18599546285528673
TXN_019498,CUST_00001,2025-11-08 13:51:00,21.63,1.0,Germany,0.0,2025-10-20 10:46:00,19.0,3,0,2025-11-03,1,3.119276459645446,1,0.1650707558892504
TXN_001358,CUST_00001,2025-11-24 04:25:00,52.48,2.0,Canada,0.0,2025-11-08 13:51:00,15.0,7,1,2025-11-24,2,3.9793077522337423,1,0.05184337359874813
TXN_012840,CUST_00001,2025-11-28 10:15:00,105.98,6.0,Russia,1.0,2025-11-24 04:25:00,4.0,6,0,2025-11-24,2,4.672641901103104,1,0.13476479856280138
TXN_014235,CUST_00001,2025-12-02 16:17:00,12.97,6.0,India,2.0,2025-11-28 10:15:00,4.0,4,0,2025-12-01,1,2.6369121732688705,1,0.15735501335578395
TXN_008574,CUST_00001,2025-12-15 22:32:00,29.76,2.0,Russia,2.0,2025-12-02 16:17:00,13.0,6,0,2025-12-15,1,3.4262151446374434,1,0.190130245436335
TXN_012761,CUST_00001,2025-12-28 05:46:00,12.7,6.0,Canada,1.0,2025-12-15 22:32:00,12.0,7,1,2025-12-22,1,2.617395832834079,1,0.10132793832954767
TXN_014935,CUST_00001,2026-01-01 22:26:00,60.12,4.0,Russia,0.0,2025-12-28 05:46:00,4.0,6,0,2025-12-29,1,4.112839144858265,1,0.159119890251129
TXN_010898,CUST_00001,2026-01-06 03:00:00,66.41,1.0,India,2.0,2026-01-01 22:26:00,4.0,4,1,2026-01-05,2,4.210793374865347,1,0.08593578132037127
TXN_019078,CUST_00001,2026-01-08 16:41:00,4.7,5.0,USA,0.0,2026-01-06 03:00:00,2.0,6,0,2026-01-05,2,1.7404661748405046,1,0.10524384189360986
TXN_011050,CUST_00001,2026-01-18 10:46:00,11.45,1.0,India,2.0,2026-01-08 16:41:00,9.0,4,0,2026-01-12,1,2.5217206229107165,1,0.1744860137479886
TXN_011358,CUST_00001,2026-02-22 04:25:00,52.48,2.0,UK,3.0,2026-01-18 10:46:00,34.0,6,1,2026-02-16,1,3.9793077522337423,1,0.0552218353800753
TXN_018574,CUST_00001,2026-03-15 22:32:00,29.76,2.0,USA,1.0,2026-02-22 04:25:00,21.0,6,0,2026-03-09,1,3.4262151446374434,1,0.19775048139679446
TXN_009425,CUST_00002,2025-03-16 22:39:00,16.3,4.0,India,1.0,2025-02-05 01:26:00,39.0,2,0,2025-03-10,1,2.8507065015037334,1,0.17036200903085386
TXN_002672,CUST_00002,2025-04-03 10:16:00,56.8,1.0,Russia,1.0,2025-03-16 22:39:00,17.0,7,0,2025-03-31,1,4.056988775678332,1,0.1771901277312024
TXN_000091,CUST_00002,2025-04-11 17:31:00,51.14,1.0,Canada,0.0,2025-04-03 10:16:00,8.0,1,0,2025-04-07,1,3.9539324085053558,1,0.12200461806607443
TXN_012983,CUST_00002,2025-05-06 01:26:00,14.22,6.0,Russia,3.0,2025-04-11 17:31:00,24.0,7,1,2025-05-05,1,2.7226103524335397,1,0.041771047805551076
TXN_019425,CUST_00002,2025-06-14 22:39:00,16.3,4.0,UK,1.0,2025-05-06 01:26:00,39.0,2,0,2025-06-09,1,2.8507065015037334,1,0.17036200903085386
TXN_012672,CUST_00002,2025-07-02 10:16:00,56.8,1.0,Germany,3.0,2025-06-14 22:39:00,17.0,2,0,2025-06-30,1,4.056988775678332,1,0.11451896607364553
TXN_010091,CUST_00002,2025-07-10 17:31:00,51.14,1.0,UK,1.0,2025-07-02 10:16:00,8.0,2,0,2025-07-07,2,3.9539324085053558,1,0.15629177637223401
TXN_000285,CUST_00002,2025-07-12 05:27:00,45.76,4.0,Russia,2.0,2025-07-10 17:31:00,1.0,7,1,2025-07-07,2,3.8450281366038674,1,0.08085455889301962
TXN_007115,CUST_00002,2025-10-01 10:34:00,9.67,6.0,Russia,3.0,2025-07-12 05:27:00,81.0,7,0,2025-09-29,1,2.367436065313662,1,0.02345568762888639
TXN_010285,CUST_00002,2025-10-10 05:27:00,4042.7452252403264,4.0,India,1.0,2025-10-01 10:34:00,8.0,2,1,2025-10-06,1,8.304926577473324,1,0.03498513529756109
TXN_009861,CUST_00002,2025-11-11 19:55:00,22.39,6.0,USA,2.0,2025-10-10 05:27:00,32.0,4,0,2025-11-10,2,3.1523085805960878,1,0.124693597037358
TXN_000368,CUST_00002,2025-11-14 12:39:00,4798.83,4.0,USA,0.0,2025-11-11 19:55:00,2.0,4,0,2025-11-10,2,8.476335779602131,1,0.05123355415723052
TXN_002503,CUST_00002,2025-12-22 09:11:00,10.5,1.0,Russia,1.0,2025-11-14 12:39:00,37.0,7,0,2025-12-22,1,2.4423470353692043,1,0.15370359285364227
TXN_017115,CUST_00002,2025-12-30 10:34:00,9.67,6.0,USA,1.0,2025-12-22 09:11:00,8.0,4,0,2025-12-29,1,2.367436065313662,1,0.16948221473936925
TXN_019861,CUST_00002,2026-02-09 19:55:00,22.39,6.0,Germany,0.0,2025-12-30 10:34:00,41.0,2,0,2026-02-09,2,3.1523085805960878,1,0.0549199985379516
TXN_010368,CUST_00002,2026-02-12 12:39:00,4798.83,4.0,Russia,2.0,2026-02-09 19:55:00,2.0,7,0,2026-02-09,2,8.476335779602131,1,0.04858951760175856
TXN_012503,CUST_00002,2026-03-22 09:11:00,10.5,1.0,Russia,1.0,2026-02-12 12:39:00,37.0,7,0,2026-03-16,1,2.4423470353692043,1,0.15370359285364227
TXN_002917,CUST_00003,2025-02-10 21:36:00,103.74,0.0,USA,1.0,2025-01-28 21:01:00,13.0,5,0,2025-02-10,1,4.651481088851342,1,0.1722889816888975
TXN_019103,CUST_00003,2025-04-28 21:01:00,40.02,2.0,Russia,0.0,2025-02-10 21:36:00,76.0,4,0,2025-04-28,1,3.7140597526442347,1,0.09349643521537399
TXN_012917,CUST_00003,2025-05-11 21:36:00,103.74,0.0,Russia,0.0,2025-04-28 21:01:00,13.0,4,0,2025-05-05,1,4.651481088851342,1,0.14689879161492297
TXN_005196,CUST_00003,2025-05-30 18:11:00,10.71,0.0,India,0.0,2025-05-11 21:36:00,18.0,3,0,2025-05-26,1,2.460443177609626,1,0.15324620242197157
TXN_005410,CUST_00003,2025-07-21 21:56:00,29.48,4.0,UK,1.0,2025-05-30 18:11:00,52.0,2,0,2025-07-21,1,3.4170707308184456,1,0.15702020832375452
TXN_002162,CUST_00003,2025-08-06 22:14:00,245.3,0.0,Russia,2.0,2025-07-21 21:56:00,16.0,4,0,2025-08-04,1,5.506550305126492,1,0.1275270920012747
TXN_015196,CUST_00003,2025-08-28 18:11:00,10.71,0.0,USA,1.0,2025-08-06 22:14:00,21.0,5,0,2025-08-25,1,2.460443177609626,1,0.17344830843048598
TXN_006179,CUST_00003,2025-10-02 00:57:00,18.31,3.0,USA,2.0,2025-08-28 18:11:00,34.0,5,1,2025-09-29,1,2.960623096440423,1,0.11821923667449263
TXN_015410,CUST_00003,2025-10-19 21:56:00,29.48,4.0,India,1.0,2025-10-02 00:57:00,17.0,3,0,2025-10-13,1,3.4170707308184456,1,0.20674354220997138
TXN_012162,CUST_00003,2025-11-04 22:14:00,245.3,0.0,Canada,2.0,2025-10-19 21:56:00,16.0,3,0,2025-11-03,1,5.506550305126492,1,0.12580152744412842
TXN_006442,CUST_00003,2025-12-15 08:02:00,19.05,5.0,Canada,0.0,2025-11-04 22:14:00,40.0,3,0,2025-12-15,1,2.998229153752578,1,0.13252676971544158
TXN_002080,CUST_00003,2025-12-24 05:46:00,12.72,3.0,USA,0.0,2025-12-15 08:02:00,8.0,5,1,2025-12-22,2,2.6188546222977394,1,0.06941371363532467
TXN_001231,CUST_00003,2025-12-26 19:19:00,59.84,6.0,Russia,2.0,2025-12-24 05:46:00,2.0,4,0,2025-12-22,2,4.1082474673910925,1,0.1448073179346102
TXN_016179,CUST_00003,2025-12-31 00:57:00,18.31,3.0,USA,1.0,2025-12-26 19:19:00,4.0,5,1,2025-12-29,1,2.960623096440423,1,0.12702940042374616
TXN_016442,CUST_00003,2026-03-15 08:02:00,19.05,5.0,Germany,3.0,2025-12-31 00:57:00,74.0,1,0,2026-03-09,1,2.998229153752578,1,0.02166595453987996
TXN_012080,CUST_00003,2026-03-24 05:46:00,12.72,3.0,UK,2.0,2026-03-15 08:02:00,8.0,2,1,2026-03-23,2,2.6188546222977394,1,0.07294417209157578
TXN_011231,CUST_00003,2026-03-26 19:19:00,59.84,6.0,India,2.0,2026-03-24 05:46:00,2.0,3,0,2026-03-23,2,4.1082474673910925,1,0.14269694203492922
TXN_001327,CUST_00004,2025-02-01 19:34:00,11.05,1.0,USA,1.0,2025-01-28 03:50:00,4.0,5,0,2025-01-27,2,2.489064659936664,1,0.15433435828151343
TXN_011817,CUST_00004,2025-04-28 03:50:00,2.75,0.0,USA,2.0,2025-02-01 19:34:00,85.0,5,1,2025-04-28,2,1.3217558399823195,-1,-0.03639005014470498
TXN_011327,CUST_00004,2025-05-02 19:34:00,11.05,1.0,Russia,2.0,2025-04-28 03:50:00,4.0,2,0,2025-04-28,2,2.489064659936664,1,0.1362623856286117
TXN_007909,CUST_00004,2025-08-31 15:41:00,28.33,1.0,Russia,0.0,2025-05-02 19:34:00,120.0,2,0,2025-08-25,1,3.3786108829893595,1,0.026255140884965944
TXN_007611,CUST_00004,2025-10-08 23:59:00,12.51,6.0,Canada,1.0,2025-08-31 15:41:00,38.0,1,0,2025-10-06,1,2.6034301519721073,1,0.11755248343670543
TXN_005640,CUST_00004,2025-11-28 07:32:00,16.66,3.0,India,2.0,2025-10-08 23:59:00,50.0,2,0,2025-11-24,2,2.8713021951758138,1,0.0971293322554243
TXN_017909,CUST_00004,2025-11-29 15:41:00,28.33,1.0,USA,0.0,2025-11-28 07:32:00,1.0,5,0,2025-11-24,2,3.3786108829893595,1,0.1306080695108005
TXN_017611,CUST_00004,2026-01-06 23:59:00,12.51,6.0,India,1.0,2025-11-29 15:41:00,38.0,2,0,2026-01-05,1,2.6034301519721073,1,0.1428677620051565
TXN_015640,CUST_00004,2026-02-26 07:32:00,16.66,3.0,USA,2.0,2026-01-06 23:59:00,50.0,5,0,2026-02-23,1,2.8713021951758138,1,0.14866337131304236
TXN_005379,CUST_00005,2025-03-17 15:54:00,0.9559739172496752,0.0,Russia,1.0,2025-02-19 04:41:00,26.0,4,0,2025-03-17,1,0.6708882367842873,1,0.13442686074826166
TXN_007497,CUST_00005,2025-04-08 19:35:00,61.23,5.0,Canada,3.0,2025-03-17 15:54:00,22.0,3,0,2025-04-07,2,4.130837198581126,1,0.09229493281677437
TXN_001170,CUST_00005,2025-04-10 22:21:00,5.41,1.0,USA,0.0,2025-04-08 19:35:00,2.0,6,0,2025-04-07,2,1.8578592709325787,1,0.10939855129707954
TXN_011428,CUST_00005,2025-05-20 04:41:00,193.79,0.0,Russia,1.0,2025-04-10 22:21:00,39.0,4,1,2025-05-19,1,5.271922055188505,1,0.07234825231522124
TXN_015379,CUST_00005,2025-06-15 15:54:00,35.61,0.0,USA,1.0,2025-05-20 04:41:00,26.0,6,0,2025-06-09,1,3.600321427132145,1,0.17639391389022907
TXN_017497,CUST_00005,2025-07-07 19:35:00,61.23,5.0,UK,1.0,2025-06-15 15:54:00,22.0,2,0,2025-07-07,2,4.130837198581126,1,0.14050613927796501
TXN_011170,CUST_00005,2025-07-09 22:21:00,5.41,1.0,India,1.0,2025-07-07 19:35:00,2.0,3,0,2025-07-07,2,1.8578592709325787,1,0.14305690537667348
TXN_000579,CUST_00005,2025-09-02 22:57:00,121.31,6.0,India,2.0,2025-07-09 22:21:00,55.0,3,0,2025-09-01,1,4.806558805499272,1,0.1011558578047499
TXN_000180,CUST_00005,2025-11-05 10:34:00,26.76,3.0,USA,2.0,2025-09-02 22:57:00,63.0,6,0,2025-11-03,1,3.3235961356386037,1,0.12394084099668867
TXN_007301,CUST_00005,2025-11-22 02:23:00,62.76,3.0,USA,1.0,2025-11-05 10:34:00,16.0,6,1,2025-11-17,1,4.15512603448196,1,0.12982948733129457
TXN_007386,CUST_00005,2025-11-27 19:30:00,55.07,2.0,Russia,2.0,2025-11-22 02:23:00,5.0,4,0,2025-11-24,2,4.026600910135581,1,0.17521268031251935
TXN_001002,CUST_00005,2025-11-28 02:45:00,65.21,0.0,India,2.0,2025-11-27 19:30:00,0.0,3,1,2025-11-24,2,4.192831508936755,1,0.06352386116338404
TXN_010579,CUST_00005,2025-12-01 22:57:00,121.31,6.0,USA,1.0,2025-11-28 02:45:00,3.0,6,0,2025-12-01,1,4.806558805499272,1,0.14732804607126332
TXN_010180,CUST_00005,2026-02-03 10:34:00,26.76,3.0,Canada,3.0,2025-12-01 22:57:00,63.0,3,0,2026-02-02,1,3.3235961356386037,1,0.0710935612161282
TXN_017301,CUST_00005,2026-02-20 02:23:00,62.76,3.0,Canada,0.0,2026-02-03 10:34:00,16.0,3,1,2026-02-16,1,4.15512603448196,1,0.10751033449575925
TXN_017386,CUST_00005,2026-02-25 19:30:00,55.07,2.0,USA,2.0,2026-02-20 02:23:00,5.0,6,0,2026-02-23,2,4.026600910135581,1,0.17006507756508238
TXN_011002,CUST_00005,2026-02-26 02:45:00,65.21,0.0,Russia,1.0,2026-02-25 19:30:00,0.0,4,1,2026-02-23,2,4.192831508936755,1,0.07678273669803515
TXN_001322,CUST_00006,2025-04-23 07:45:00,103.64,6.0,Canada,1.0,2025-03-22 15:23:00,31.0,2,0,2025-04-21,1,4.650525887708889,1,0.14562236005213852
TXN_007614,CUST_00006,2025-06-19 16:39:00,24.82,2.0,Brazil,0.0,2025-04-23 07:45:00,57.0,3,0,2025-06-16,4,3.2511493854184965,-1,-0.02643868157567053
TXN_007222,CUST_00006,2025-06-20 13:57:00,11.16,6.0,Brazil,1.0,2025-06-19 16:39:00,0.0,3,0,2025-06-16,4,2.498151876538021,1,0.019030457882131868
TXN_017626,CUST_00006,2025-06-20 15:23:00,71.95,1.0,USA,2.0,2025-06-20 13:57:00,0.0,2,0,2025-06-16,4,4.289774274968795,1,0.006468803378060439
TXN_007487,CUST_00006,2025-06-20 16:10:00,6.77,4.0,Germany,1.0,2025-06-20 15:23:00,0.0,3,0,2025-06-16,4,2.050270164379556,1,0.03094078663652966
TXN_006238,CUST_00006,2025-07-14 03:30:00,0.95,3.0,Germany,1.0,2025-06-20 16:10:00,23.0,3,1,2025-07-14,1,0.6678293725756554,1,0.10590002807465004
TXN_011322,CUST_00006,2025-07-22 07:45:00,103.64,6.0,Brazil,2.0,2025-07-14 03:30:00,8.0,3,0,2025-07-21,1,4.650525887708889,1,0.14846146950398836
TXN_007047,CUST_00006,2025-08-25 19:33:00,81.25,0.0,USA,1.0,2025-07-22 07:45:00,34.0,2,0,2025-08-25,1,4.409763389645481,1,0.15399992072511642
TXN_017614,CUST_00006,2025-09-17 16:39:00,24.82,2.0,India,1.0,2025-08-25 19:33:00,22.0,3,0,2025-09-15,3,3.2511493854184965,1,0.11429651741317226
TXN_017222,CUST_00006,2025-09-18 13:57:00,11.16,6.0,India,1.0,2025-09-17 16:39:00,0.0,3,0,2025-09-15,3,2.498151876538021,1,0.07642721332884195
TXN_017487,CUST_00006,2025-09-18 16:10:00,6.77,4.0,Germany,2.0,2025-09-18 13:57:00,0.0,3,0,2025-09-15,3,2.050270164379556,1,0.08467428940329746
TXN_016238,CUST_00006,2025-10-12 03:30:00,0.95,3.0,India,1.0,2025-09-18 16:10:00,23.0,3,1,2025-10-06,1,0.6678293725756554,1,0.10590002807465004
TXN_017047,CUST_00006,2025-11-23 19:33:00,81.25,0.0,Canada,0.0,2025-10-12 03:30:00,42.0,2,0,2025-11-17,1,4.409763389645481,1,0.10626651509415841
TXN_006355,CUST_00007,2025-03-31 00:56:00,8.39,4.0,UK,2.0,2025-03-03 14:40:00,27.0,6,1,2025-03-31,1,2.2396452932201716,1,0.11343002195145563
TXN_001230,CUST_00007,2025-05-09 23:51:00,26.73,5.0,UK,1.0,2025-03-31 00:56:00,39.0,6,0,2025-05-05,1,3.322514859627687,1,0.16688579490967603
TXN_018279,CUST_00007,2025-06-01 14:40:00,40.04,3.0,UK,1.0,2025-05-09 23:51:00,22.0,6,0,2025-05-26,1,3.714547200862514,1,0.19701532366607644
TXN_002552,CUST_00007,2025-06-05 09:48:00,26.82,6.0,UK,2.0,2025-06-01 14:40:00,3.0,6,0,2025-06-02,1,3.325755186495297,1,0.1586025929503157
TXN_006023,CUST_00007,2025-06-14 23:40:00,77.11,6.0,Brazil,0.0,2025-06-05 09:48:00,9.0,2,0,2025-06-09,1,4.358118089622206,1,0.13244605443831686
TXN_016355,CUST_00007,2025-06-29 00:56:00,8.39,4.0,UK,1.0,2025-06-14 23:40:00,14.0,6,1,2025-06-23,1,2.2396452932201716,1,0.1308889260085287
TXN_009015,CUST_00007,2025-07-31 18:49:00,16.82,6.0,Russia,2.0,2025-06-29 00:56:00,32.0,1,0,2025-07-28,2,2.8803214220426634,1,0.07957221238538448
TXN_003262,CUST_00007,2025-08-02 22:14:00,8.75,5.0,USA,1.0,2025-07-31 18:49:00,2.0,8,0,2025-07-28,2,2.277267285009756,1,0.12958710080177394
TXN_011230,CUST_00007,2025-08-07 23:51:00,26.73,5.0,Canada,2.0,2025-08-02 22:14:00,5.0,2,0,2025-08-04,2,3.322514859627687,1,0.14585043158015054
TXN_002254,CUST_00007,2025-08-10 20:17:00,36.61,3.0,India,2.0,2025-08-07 23:51:00,2.0,2,0,2025-08-04,2,3.627269972482245,1,0.15854668301329977
TXN_012552,CUST_00007,2025-09-03 09:48:00,26.82,6.0,USA,2.0,2025-08-10 20:17:00,23.0,8,0,2025-09-01,1,3.325755186495297,1,0.1427529421838507
TXN_002341,CUST_00007,2025-09-11 14:59:00,161.85,6.0,USA,1.0,2025-09-03 09:48:00,8.0,8,0,2025-09-08,3,5.092829531722242,1,0.04808188826424753
TXN_004658,CUST_00007,2025-09-12 15:44:00,38.11,4.0,India,2.0,2025-09-11 14:59:00,1.0,2,0,2025-09-08,3,3.666378188767423,1,0.07792645825943889
TXN_016023,CUST_00007,2025-09-12 23:40:00,77.11,6.0,Germany,2.0,2025-09-12 15:44:00,0.0,1,0,2025-09-08,3,4.358118089622206,1,0.02447720808266407
TXN_019015,CUST_00007,2025-10-29 18:49:00,16.82,6.0,USA,2.0,2025-09-12 23:40:00,46.0,8,0,2025-10-27,2,2.8803214220426634,1,0.06769174579373327
TXN_013262,CUST_00007,2025-10-31 22:14:00,8.75,5.0,Brazil,2.0,2025-10-29 18:49:00,2.0,2,0,2025-10-27,2,2.277267285009756,1,0.13344961450552517
TXN_012254,CUST_00007,2025-11-08 20:17:00,36.61,3.0,USA,2.0,2025-10-31 22:14:00,7.0,8,0,2025-11-03,1,3.627269972482245,1,0.1752284328902578
TXN_012341,CUST_00007,2025-12-10 14:59:00,161.85,6.0,Canada,1.0,2025-11-08 20:17:00,31.0,2,0,2025-12-08,2,5.092829531722242,1,0.10052592091918411
TXN_014658,CUST_00007,2025-12-11 15:44:00,38.11,4.0,UK,1.0,2025-12-10 14:59:00,1.0,6,0,2025-12-08,2,3.666378188767423,1,0.17134912527333107
TXN_001751,CUST_00007,2025-12-15 08:08:00,18.29,5.0,USA,0.0,2025-12-11 15:44:00,3.0,8,0,2025-12-15,1,2.9595868269176377,1,0.1325067405265164
TXN_011751,CUST_00007,2026-03-15 08:08:00,18.29,5.0,USA,1.0,2025-12-15 08:08:00,90.0,8,0,2026-03-09,1,2.9595868269176377,1,0.06952130728581807
TXN_014389,CUST_00008,2025-04-10 04:28:00,9.89,3.0,USA,1.0,2025-01-10 04:28:00,90.0,3,1,2025-04-07,1,2.387844936944869,1,0.029946761382126708
TXN_002806,CUST_00008,2025-04-19 00:08:00,1.91,0.0,India,1.0,2025-04-10 04:28:00,8.0,6,1,2025-04-14,1,1.0681530811834012,1,0.06648354512709909
TXN_001712,CUST_00008,2025-04-29 07:55:00,163.77,0.0,UK,1.0,2025-04-19 00:08:00,10.0,7,0,2025-04-28,1,5.10455056206934,1,0.13541145713032976
TXN_005472,CUST_00008,2025-05-09 14:37:00,105.12,2.0,Russia,3.0,2025-04-29 07:55:00,10.0,4,0,2025-05-05,1,4.664570529269539,1,0.12383834093042145
TXN_008161,CUST_00008,2025-06-07 01:43:00,7.74,1.0,UK,1.0,2025-05-09 14:37:00,28.0,7,1,2025-06-02,1,2.167910189667444,1,0.1089052527584164
TXN_000958,CUST_00008,2025-06-20 06:20:00,11.82,4.0,India,0.0,2025-06-07 01:43:00,13.0,6,0,2025-06-16,1,2.551006451492524,1,0.1725692746524375
TXN_008903,CUST_00008,2025-06-28 10:29:00,58.69,1.0,UK,1.0,2025-06-20 06:20:00,8.0,7,0,2025-06-23,1,4.089164502180559,1,0.17664707295590343
TXN_012806,CUST_00008,2025-07-18 00:08:00,1.91,0.0,Russia,1.0,2025-06-28 10:29:00,19.0,4,1,2025-07-14,1,1.0681530811834012,1,0.07765050929159045
TXN_003496,CUST_00008,2025-07-22 13:08:00,42.39,1.0,UK,2.0,2025-07-18 00:08:00,4.0,7,0,2025-07-21,1,3.7702289998102594,1,0.1620619260136668
TXN_011712,CUST_00008,2025-07-28 07:55:00,163.77,0.0,USA,3.0,2025-07-22 13:08:00,5.0,3,0,2025-07-28,4,5.10455056206934,-1,-0.049575204298368036
TXN_009872,CUST_00008,2025-07-30 18:29:00,41.1,4.0,UK,1.0,2025-07-28 07:55:00,2.0,7,0,2025-07-28,4,3.7400477406883357,1,0.03881616442441127
TXN_007457,CUST_00008,2025-08-03 05:12:00,35.03,4.0,Canada,0.0,2025-07-30 18:29:00,3.0,4,1,2025-07-28,4,3.5843519247600018,-1,-0.026339301232783385
TXN_004078,CUST_00008,2025-08-03 06:25:00,11.54,0.0,India,2.0,2025-08-03 05:12:00,0.0,6,0,2025-07-28,4,2.5289235352047745,1,0.00970787746459123
TXN_015472,CUST_00008,2025-08-07 14:37:00,105.12,2.0,Germany,2.0,2025-08-03 06:25:00,4.0,2,0,2025-08-04,1,4.664570529269539,1,0.16445702406055718
TXN_018161,CUST_00008,2025-09-05 01:43:00,7.74,1.0,India,1.0,2025-08-07 14:37:00,28.0,6,1,2025-09-01,1,2.167910189667444,1,0.11498581127268032
TXN_010958,CUST_00008,2025-09-18 06:20:00,11.82,4.0,Germany,0.0,2025-09-05 01:43:00,13.0,2,0,2025-09-15,1,2.551006451492524,1,0.16004462194970254
TXN_018903,CUST_00008,2025-09-26 10:29:00,58.69,1.0,UK,1.0,2025-09-18 06:20:00,8.0,7,0,2025-09-22,1,4.089164502180559,1,0.17664707295590343
TXN_013496,CUST_00008,2025-10-20 13:08:00,42.39,1.0,USA,2.0,2025-09-26 10:29:00,24.0,3,0,2025-10-20,1,3.7702289998102594,1,0.1774717421184665
TXN_019872,CUST_00008,2025-10-28 18:29:00,2.3127877749654484,4.0,India,1.0,2025-10-20 13:08:00,8.0,6,0,2025-10-27,4,1.1977900630001537,1,0.02377758501310434
TXN_006805,CUST_00008,2025-10-31 13:10:00,19.14,5.0,India,0.0,2025-10-28 18:29:00,2.0,6,0,2025-10-27,4,3.0027078872904163,1,0.014476620834992127
TXN_017457,CUST_00008,2025-11-01 05:12:00,35.03,4.0,Canada,0.0,2025-10-31 13:10:00,0.0,4,1,2025-10-27,4,3.5843519247600018,-1,-0.030393432477854754
TXN_014078,CUST_00008,2025-11-01 06:25:00,11.54,0.0,UK,2.0,2025-11-01 05:12:00,0.0,7,0,2025-10-27,4,2.5289235352047745,1,0.0018685709384154148
TXN_001207,CUST_00008,2025-11-14 05:59:00,27.78,6.0,Russia,2.0,2025-11-01 06:25:00,12.0,4,1,2025-11-10,1,3.359680701459222,1,0.10734941938560955
TXN_016805,CUST_00008,2026-01-29 13:10:00,19.14,5.0,Canada,2.0,2025-11-14 05:59:00,76.0,4,0,2026-01-26,1,3.0027078872904163,1,0.10005960148012549
